,embed_dim,num_heads,ff_dim,num_layers,batch_size,num_iterations,test_partition
3189,64.0,2.0,64.0,2.0,64.0,10.0,4.0
3190,64.0,2.0,64.0,2.0,64.0,20.0,0.0
3191,64.0,2.0,64.0,2.0,64.0,20.0,1.0
3192,64.0,2.0,64.0,2.0,64.0,20.0,2.0
3193,64.0,2.0,64.0,2.0,64.0,20.0,3.0
3194,64.0,2.0,64.0,2.0,64.0,20.0,4.0
3195,64.0,2.0,64.0,4.0,16.0,1.0,0.0
3196,64.0,2.0,64.0,4.0,16.0,1.0,1.0
3197,64.0,2.0,64.0,4.0,16.0,1.0,2.0
3198,64.0,2.0,64.0,4.0,16.0,1.0,3.0
3199,64.0,2.0,64.0,4.0,16.0,1.0,4.0
3200,64.0,2.0,64.0,4.0,16.0,10.0,0.0
3201,64.0,2.0,64.0,4.0,16.0,10.0,1.0
3202,64.0,2.0,64.0,4.0,16.0,10.0,2.0
3203,64.0,2.0,64.0,4.0,16.0,10.0,3.0
3204,64.0,2.0,64.0,4.0,16.0,10.0,4.0
3205,64.0,2.0,64.0,4.0,16.0,20.0,0.0
3206,64.0,2.0,64.0,4.0,16.0,20.0,1.0
3207,64.0,2.0,64.0,4.0,16.0,20.0,2.0
3208,64.0,2.0,64.0,4.0,16.0,20.0,3.0
3209,64.0,2.0,64.0,4.0,16.0,20.0,4.0
3210,64.0,2.0,64.0,4.0,32.0,1.0,0.0
3211,64.0,2.0,64.0,4.0,32.0,1.0,1.0
3212,64.0,2.0,64.0,4.0,32.0,1.0,2.0
3213,64.0,2.0,64.0,4.0,32.0,1.0,3.0
3214,64.0,2.0,64.0,4.0,32.0,1.0,4.0
3215,64.0,2.0,64.0,4.0,32.0,10.0,0.0
3216,64.0,2.0,64.0,4.0,32.0,10.0,1.0
3217,64.0,2.0,64.0,4.0,32.0,10.0,2.0
3218,64.0,2.0,64.0,4.0,32.0,10.0,3.0
3219,64.0,2.0,64.0,4.0,32.0,10.0,4.0
3220,64.0,2.0,64.0,4.0,32.0,20.0,0.0
3221,64.0,2.0,64.0,4.0,32.0,20.0,1.0
3222,64.0,2.0,64.0,4.0,32.0,20.0,2.0
3223,64.0,2.0,64.0,4.0,32.0,20.0,3.0
3224,64.0,2.0,64.0,4.0,32.0,20.0,4.0
3225,64.0,2.0,64.0,4.0,64.0,1.0,0.0
3226,64.0,2.0,64.0,4.0,64.0,1.0,1.0
3227,64.0,2.0,64.0,4.0,64.0,1.0,2.0
3228,64.0,2.0,64.0,4.0,64.0,1.0,3.0
3229,64.0,2.0,64.0,4.0,64.0,1.0,4.0
3230,64.0,2.0,64.0,4.0,64.0,10.0,0.0
3231,64.0,2.0,64.0,4.0,64.0,10.0,1.0
3232,64.0,2.0,64.0,4.0,64.0,10.0,2.0
3233,64.0,2.0,64.0,4.0,64.0,10.0,3.0
3234,64.0,2.0,64.0,4.0,64.0,10.0,4.0
3235,64.0,2.0,64.0,4.0,64.0,20.0,0.0
3236,64.0,2.0,64.0,4.0,64.0,20.0,1.0
3237,64.0,2.0,64.0,4.0,64.0,20.0,2.0
3238,64.0,2.0,64.0,4.0,64.0,20.0,3.0
3239,64.0,2.0,64.0,4.0,64.0,20.0,4.0
3240,64.0,4.0,16.0,1.0,16.0,1.0,0.0
3241,64.0,4.0,16.0,1.0,16.0,1.0,1.0
3242,64.0,4.0,16.0,1.0,16.0,1.0,2.0
3243,64.0,4.0,16.0,1.0,16.0,1.0,3.0
3244,64.0,4.0,16.0,1.0,16.0,1.0,4.0
3245,64.0,4.0,16.0,1.0,16.0,10.0,0.0
3246,64.0,4.0,16.0,1.0,16.0,10.0,1.0
3247,64.0,4.0,16.0,1.0,16.0,10.0,2.0
3248,64.0,4.0,16.0,1.0,16.0,10.0,3.0
3249,64.0,4.0,16.0,1.0,16.0,10.0,4.0
3250,64.0,4.0,16.0,1.0,16.0,20.0,0.0
3251,64.0,4.0,16.0,1.0,16.0,20.0,1.0
3252,64.0,4.0,16.0,1.0,16.0,20.0,2.0
3253,64.0,4.0,16.0,1.0,16.0,20.0,3.0
3254,64.0,4.0,16.0,1.0,16.0,20.0,4.0
3255,64.0,4.0,16.0,1.0,32.0,1.0,0.0
3256,64.0,4.0,16.0,1.0,32.0,1.0,1.0
3257,64.0,4.0,16.0,1.0,32.0,1.0,2.0
3258,64.0,4.0,16.0,1.0,32.0,1.0,3.0
3259,64.0,4.0,16.0,1.0,32.0,1.0,4.0
3260,64.0,4.0,16.0,1.0,32.0,10.0,0.0
3261,64.0,4.0,16.0,1.0,32.0,10.0,1.0
3262,64.0,4.0,16.0,1.0,32.0,10.0,2.0
3263,64.0,4.0,16.0,1.0,32.0,10.0,3.0
3264,64.0,4.0,16.0,1.0,32.0,10.0,4.0
3265,64.0,4.0,16.0,1.0,32.0,20.0,0.0
3266,64.0,4.0,16.0,1.0,32.0,20.0,1.0
3267,64.0,4.0,16.0,1.0,32.0,20.0,2.0
3268,64.0,4.0,16.0,1.0,32.0,20.0,3.0
3269,64.0,4.0,16.0,1.0,32.0,20.0,4.0
3270,64.0,4.0,16.0,1.0,64.0,1.0,0.0
3271,64.0,4.0,16.0,1.0,64.0,1.0,1.0
3272,64.0,4.0,16.0,1.0,64.0,1.0,2.0
3273,64.0,4.0,16.0,1.0,64.0,1.0,3.0
3274,64.0,4.0,16.0,1.0,64.0,1.0,4.0
3275,64.0,4.0,16.0,1.0,64.0,10.0,0.0
3276,64.0,4.0,16.0,1.0,64.0,10.0,1.0
3277,64.0,4.0,16.0,1.0,64.0,10.0,2.0
3278,64.0,4.0,16.0,1.0,64.0,10.0,3.0
3279,64.0,4.0,16.0,1.0,64.0,10.0,4.0
3280,64.0,4.0,16.0,1.0,64.0,20.0,0.0
3281,64.0,4.0,16.0,1.0,64.0,20.0,1.0
3282,64.0,4.0,16.0,1.0,64.0,20.0,2.0
3283,64.0,4.0,16.0,1.0,64.0,20.0,3.0
3284,64.0,4.0,16.0,1.0,64.0,20.0,4.0
3285,64.0,4.0,16.0,2.0,16.0,1.0,0.0
3286,64.0,4.0,16.0,2.0,16.0,1.0,1.0
3287,64.0,4.0,16.0,2.0,16.0,1.0,2.0
3288,64.0,4.0,16.0,2.0,16.0,1.0,3.0
3289,64.0,4.0,16.0,2.0,16.0,1.0,4.0
3290,64.0,4.0,16.0,2.0,16.0,10.0,0.0
3291,64.0,4.0,16.0,2.0,16.0,10.0,1.0
3292,64.0,4.0,16.0,2.0,16.0,10.0,2.0
3293,64.0,4.0,16.0,2.0,16.0,10.0,3.0
3294,64.0,4.0,16.0,2.0,16.0,10.0,4.0
3295,64.0,4.0,16.0,2.0,16.0,20.0,0.0
3296,64.0,4.0,16.0,2.0,16.0,20.0,1.0
3297,64.0,4.0,16.0,2.0,16.0,20.0,2.0
3298,64.0,4.0,16.0,2.0,16.0,20.0,3.0
3299,64.0,4.0,16.0,2.0,16.0,20.0,4.0
3300,64.0,4.0,16.0,2.0,32.0,1.0,0.0
3301,64.0,4.0,16.0,2.0,32.0,1.0,1.0
3302,64.0,4.0,16.0,2.0,32.0,1.0,2.0
3303,64.0,4.0,16.0,2.0,32.0,1.0,3.0
3304,64.0,4.0,16.0,2.0,32.0,1.0,4.0
3305,64.0,4.0,16.0,2.0,32.0,10.0,0.0
3306,64.0,4.0,16.0,2.0,32.0,10.0,1.0
3307,64.0,4.0,16.0,2.0,32.0,10.0,2.0
3308,64.0,4.0,16.0,2.0,32.0,10.0,3.0
3309,64.0,4.0,16.0,2.0,32.0,10.0,4.0
3310,64.0,4.0,16.0,2.0,32.0,20.0,0.0
3311,64.0,4.0,16.0,2.0,32.0,20.0,1.0
3312,64.0,4.0,16.0,2.0,32.0,20.0,2.0
3313,64.0,4.0,16.0,2.0,32.0,20.0,3.0
3314,64.0,4.0,16.0,2.0,32.0,20.0,4.0
3315,64.0,4.0,16.0,2.0,64.0,1.0,0.0
3316,64.0,4.0,16.0,2.0,64.0,1.0,1.0
3317,64.0,4.0,16.0,2.0,64.0,1.0,2.0
3318,64.0,4.0,16.0,2.0,64.0,1.0,3.0
3319,64.0,4.0,16.0,2.0,64.0,1.0,4.0
3320,64.0,4.0,16.0,2.0,64.0,10.0,0.0
3321,64.0,4.0,16.0,2.0,64.0,10.0,1.0
3322,64.0,4.0,16.0,2.0,64.0,10.0,2.0
3323,64.0,4.0,16.0,2.0,64.0,10.0,3.0
3324,64.0,4.0,16.0,2.0,64.0,10.0,4.0
3325,64.0,4.0,16.0,2.0,64.0,20.0,0.0
3326,64.0,4.0,16.0,2.0,64.0,20.0,1.0
3327,64.0,4.0,16.0,2.0,64.0,20.0,2.0
3328,64.0,4.0,16.0,2.0,64.0,20.0,3.0
3329,64.0,4.0,16.0,2.0,64.0,20.0,4.0
3330,64.0,4.0,16.0,4.0,16.0,1.0,0.0
3331,64.0,4.0,16.0,4.0,16.0,1.0,1.0
3332,64.0,4.0,16.0,4.0,16.0,1.0,2.0
3333,64.0,4.0,16.0,4.0,16.0,1.0,3.0
3334,64.0,4.0,16.0,4.0,16.0,1.0,4.0
3335,64.0,4.0,16.0,4.0,16.0,10.0,0.0
3336,64.0,4.0,16.0,4.0,16.0,10.0,1.0
3337,64.0,4.0,16.0,4.0,16.0,10.0,2.0
3338,64.0,4.0,16.0,4.0,16.0,10.0,3.0
3339,64.0,4.0,16.0,4.0,16.0,10.0,4.0
3340,64.0,4.0,16.0,4.0,16.0,20.0,0.0
3341,64.0,4.0,16.0,4.0,16.0,20.0,1.0
3342,64.0,4.0,16.0,4.0,16.0,20.0,2.0
3343,64.0,4.0,16.0,4.0,16.0,20.0,3.0
3344,64.0,4.0,16.0,4.0,16.0,20.0,4.0
3345,64.0,4.0,16.0,4.0,32.0,1.0,0.0
3346,64.0,4.0,16.0,4.0,32.0,1.0,1.0
3347,64.0,4.0,16.0,4.0,32.0,1.0,2.0
3348,64.0,4.0,16.0,4.0,32.0,1.0,3.0
3349,64.0,4.0,16.0,4.0,32.0,1.0,4.0
3350,64.0,4.0,16.0,4.0,32.0,10.0,0.0
3351,64.0,4.0,16.0,4.0,32.0,10.0,1.0
3352,64.0,4.0,16.0,4.0,32.0,10.0,2.0
3353,64.0,4.0,16.0,4.0,32.0,10.0,3.0
3354,64.0,4.0,16.0,4.0,32.0,10.0,4.0
3355,64.0,4.0,16.0,4.0,32.0,20.0,0.0
3356,64.0,4.0,16.0,4.0,32.0,20.0,1.0
3357,64.0,4.0,16.0,4.0,32.0,20.0,2.0
3358,64.0,4.0,16.0,4.0,32.0,20.0,3.0
3359,64.0,4.0,16.0,4.0,32.0,20.0,4.0
3360,64.0,4.0,16.0,4.0,64.0,1.0,0.0
3361,64.0,4.0,16.0,4.0,64.0,1.0,1.0
3362,64.0,4.0,16.0,4.0,64.0,1.0,2.0
3363,64.0,4.0,16.0,4.0,64.0,1.0,3.0
3364,64.0,4.0,16.0,4.0,64.0,1.0,4.0
3365,64.0,4.0,16.0,4.0,64.0,10.0,0.0
3366,64.0,4.0,16.0,4.0,64.0,10.0,1.0
3367,64.0,4.0,16.0,4.0,64.0,10.0,2.0
3368,64.0,4.0,16.0,4.0,64.0,10.0,3.0
3369,64.0,4.0,16.0,4.0,64.0,10.0,4.0
3370,64.0,4.0,16.0,4.0,64.0,20.0,0.0
3371,64.0,4.0,16.0,4.0,64.0,20.0,1.0
3372,64.0,4.0,16.0,4.0,64.0,20.0,2.0
3373,64.0,4.0,16.0,4.0,64.0,20.0,3.0
3374,64.0,4.0,16.0,4.0,64.0,20.0,4.0
3375,64.0,4.0,32.0,1.0,16.0,1.0,0.0
3376,64.0,4.0,32.0,1.0,16.0,1.0,1.0
3377,64.0,4.0,32.0,1.0,16.0,1.0,2.0
3378,64.0,4.0,32.0,1.0,16.0,1.0,3.0
3379,64.0,4.0,32.0,1.0,16.0,1.0,4.0
3380,64.0,4.0,32.0,1.0,16.0,10.0,0.0
3381,64.0,4.0,32.0,1.0,16.0,10.0,1.0
3382,64.0,4.0,32.0,1.0,16.0,10.0,2.0
3383,64.0,4.0,32.0,1.0,16.0,10.0,3.0
3384,64.0,4.0,32.0,1.0,16.0,10.0,4.0
3385,64.0,4.0,32.0,1.0,16.0,20.0,0.0
3386,64.0,4.0,32.0,1.0,16.0,20.0,1.0
3387,64.0,4.0,32.0,1.0,16.0,20.0,2.0
3388,64.0,4.0,32.0,1.0,16.0,20.0,3.0
3389,64.0,4.0,32.0,1.0,16.0,20.0,4.0
3390,64.0,4.0,32.0,1.0,32.0,1.0,0.0
3391,64.0,4.0,32.0,1.0,32.0,1.0,1.0
3392,64.0,4.0,32.0,1.0,32.0,1.0,2.0
3393,64.0,4.0,32.0,1.0,32.0,1.0,3.0
3394,64.0,4.0,32.0,1.0,32.0,1.0,4.0
3395,64.0,4.0,32.0,1.0,32.0,10.0,0.0
3396,64.0,4.0,32.0,1.0,32.0,10.0,1.0
3397,64.0,4.0,32.0,1.0,32.0,10.0,2.0
3398,64.0,4.0,32.0,1.0,32.0,10.0,3.0
3399,64.0,4.0,32.0,1.0,32.0,10.0,4.0
3400,64.0,4.0,32.0,1.0,32.0,20.0,0.0
3401,64.0,4.0,32.0,1.0,32.0,20.0,1.0
3402,64.0,4.0,32.0,1.0,32.0,20.0,2.0
3403,64.0,4.0,32.0,1.0,32.0,20.0,3.0
3404,64.0,4.0,32.0,1.0,32.0,20.0,4.0
3405,64.0,4.0,32.0,1.0,64.0,1.0,0.0
3406,64.0,4.0,32.0,1.0,64.0,1.0,1.0
3407,64.0,4.0,32.0,1.0,64.0,1.0,2.0
3408,64.0,4.0,32.0,1.0,64.0,1.0,3.0
3409,64.0,4.0,32.0,1.0,64.0,1.0,4.0
3410,64.0,4.0,32.0,1.0,64.0,10.0,0.0
3411,64.0,4.0,32.0,1.0,64.0,10.0,1.0
3412,64.0,4.0,32.0,1.0,64.0,10.0,2.0
3413,64.0,4.0,32.0,1.0,64.0,10.0,3.0
3414,64.0,4.0,32.0,1.0,64.0,10.0,4.0
3415,64.0,4.0,32.0,1.0,64.0,20.0,0.0
3416,64.0,4.0,32.0,1.0,64.0,20.0,1.0
3417,64.0,4.0,32.0,1.0,64.0,20.0,2.0
3418,64.0,4.0,32.0,1.0,64.0,20.0,3.0
3419,64.0,4.0,32.0,1.0,64.0,20.0,4.0
3420,64.0,4.0,32.0,2.0,16.0,1.0,0.0
3421,64.0,4.0,32.0,2.0,16.0,1.0,1.0
3422,64.0,4.0,32.0,2.0,16.0,1.0,2.0
3423,64.0,4.0,32.0,2.0,16.0,1.0,3.0
3424,64.0,4.0,32.0,2.0,16.0,1.0,4.0
3425,64.0,4.0,32.0,2.0,16.0,10.0,0.0
3426,64.0,4.0,32.0,2.0,16.0,10.0,1.0
3427,64.0,4.0,32.0,2.0,16.0,10.0,2.0
3428,64.0,4.0,32.0,2.0,16.0,10.0,3.0
3429,64.0,4.0,32.0,2.0,16.0,10.0,4.0
3430,64.0,4.0,32.0,2.0,16.0,20.0,0.0
3431,64.0,4.0,32.0,2.0,16.0,20.0,1.0
3432,64.0,4.0,32.0,2.0,16.0,20.0,2.0
3433,64.0,4.0,32.0,2.0,16.0,20.0,3.0
3434,64.0,4.0,32.0,2.0,16.0,20.0,4.0
3435,64.0,4.0,32.0,2.0,32.0,1.0,0.0
3436,64.0,4.0,32.0,2.0,32.0,1.0,1.0
3437,64.0,4.0,32.0,2.0,32.0,1.0,2.0
3438,64.0,4.0,32.0,2.0,32.0,1.0,3.0
3439,64.0,4.0,32.0,2.0,32.0,1.0,4.0
3440,64.0,4.0,32.0,2.0,32.0,10.0,0.0
3441,64.0,4.0,32.0,2.0,32.0,10.0,1.0
3442,64.0,4.0,32.0,2.0,32.0,10.0,2.0
3443,64.0,4.0,32.0,2.0,32.0,10.0,3.0
3444,64.0,4.0,32.0,2.0,32.0,10.0,4.0
3445,64.0,4.0,32.0,2.0,32.0,20.0,0.0
3446,64.0,4.0,32.0,2.0,32.0,20.0,1.0
3447,64.0,4.0,32.0,2.0,32.0,20.0,2.0
3448,64.0,4.0,32.0,2.0,32.0,20.0,3.0
3449,64.0,4.0,32.0,2.0,32.0,20.0,4.0
3450,64.0,4.0,32.0,2.0,64.0,1.0,0.0
3451,64.0,4.0,32.0,2.0,64.0,1.0,1.0
3452,64.0,4.0,32.0,2.0,64.0,1.0,2.0
3453,64.0,4.0,32.0,2.0,64.0,1.0,3.0
3454,64.0,4.0,32.0,2.0,64.0,1.0,4.0
3455,64.0,4.0,32.0,2.0,64.0,10.0,0.0
3456,64.0,4.0,32.0,2.0,64.0,10.0,1.0
3457,64.0,4.0,32.0,2.0,64.0,10.0,2.0
3458,64.0,4.0,32.0,2.0,64.0,10.0,3.0
3459,64.0,4.0,32.0,2.0,64.0,10.0,4.0
3460,64.0,4.0,32.0,2.0,64.0,20.0,0.0
3461,64.0,4.0,32.0,2.0,64.0,20.0,1.0
3462,64.0,4.0,32.0,2.0,64.0,20.0,2.0
3463,64.0,4.0,32.0,2.0,64.0,20.0,3.0
3464,64.0,4.0,32.0,2.0,64.0,20.0,4.0
3465,64.0,4.0,32.0,4.0,16.0,1.0,0.0
3466,64.0,4.0,32.0,4.0,16.0,1.0,1.0
3467,64.0,4.0,32.0,4.0,16.0,1.0,2.0
3468,64.0,4.0,32.0,4.0,16.0,1.0,3.0
3469,64.0,4.0,32.0,4.0,16.0,1.0,4.0
3470,64.0,4.0,32.0,4.0,16.0,10.0,0.0
3471,64.0,4.0,32.0,4.0,16.0,10.0,1.0
3472,64.0,4.0,32.0,4.0,16.0,10.0,2.0
3473,64.0,4.0,32.0,4.0,16.0,10.0,3.0
3474,64.0,4.0,32.0,4.0,16.0,10.0,4.0
3475,64.0,4.0,32.0,4.0,16.0,20.0,0.0
3476,64.0,4.0,32.0,4.0,16.0,20.0,1.0
3477,64.0,4.0,32.0,4.0,16.0,20.0,2.0
3478,64.0,4.0,32.0,4.0,16.0,20.0,3.0
3479,64.0,4.0,32.0,4.0,16.0,20.0,4.0
3480,64.0,4.0,32.0,4.0,32.0,1.0,0.0
3481,64.0,4.0,32.0,4.0,32.0,1.0,1.0
3482,64.0,4.0,32.0,4.0,32.0,1.0,2.0
3483,64.0,4.0,32.0,4.0,32.0,1.0,3.0
3484,64.0,4.0,32.0,4.0,32.0,1.0,4.0
3485,64.0,4.0,32.0,4.0,32.0,10.0,0.0
3486,64.0,4.0,32.0,4.0,32.0,10.0,1.0
3487,64.0,4.0,32.0,4.0,32.0,10.0,2.0
3488,64.0,4.0,32.0,4.0,32.0,10.0,3.0
3489,64.0,4.0,32.0,4.0,32.0,10.0,4.0
3490,64.0,4.0,32.0,4.0,32.0,20.0,0.0
3491,64.0,4.0,32.0,4.0,32.0,20.0,1.0
3492,64.0,4.0,32.0,4.0,32.0,20.0,2.0
3493,64.0,4.0,32.0,4.0,32.0,20.0,3.0
3494,64.0,4.0,32.0,4.0,32.0,20.0,4.0
3495,64.0,4.0,32.0,4.0,64.0,1.0,0.0
3496,64.0,4.0,32.0,4.0,64.0,1.0,1.0
3497,64.0,4.0,32.0,4.0,64.0,1.0,2.0
3498,64.0,4.0,32.0,4.0,64.0,1.0,3.0
3499,64.0,4.0,32.0,4.0,64.0,1.0,4.0
3500,64.0,4.0,32.0,4.0,64.0,10.0,0.0
3501,64.0,4.0,32.0,4.0,64.0,10.0,1.0
3502,64.0,4.0,32.0,4.0,64.0,10.0,2.0
3503,64.0,4.0,32.0,4.0,64.0,10.0,3.0
3504,64.0,4.0,32.0,4.0,64.0,10.0,4.0
3505,64.0,4.0,32.0,4.0,64.0,20.0,0.0
3506,64.0,4.0,32.0,4.0,64.0,20.0,1.0
3507,64.0,4.0,32.0,4.0,64.0,20.0,2.0
3508,64.0,4.0,32.0,4.0,64.0,20.0,3.0
3509,64.0,4.0,32.0,4.0,64.0,20.0,4.0
3510,64.0,4.0,64.0,1.0,16.0,1.0,0.0
3511,64.0,4.0,64.0,1.0,16.0,1.0,1.0
3512,64.0,4.0,64.0,1.0,16.0,1.0,2.0
3513,64.0,4.0,64.0,1.0,16.0,1.0,3.0
3514,64.0,4.0,64.0,1.0,16.0,1.0,4.0
3515,64.0,4.0,64.0,1.0,16.0,10.0,0.0
3516,64.0,4.0,64.0,1.0,16.0,10.0,1.0
3517,64.0,4.0,64.0,1.0,16.0,10.0,2.0
3518,64.0,4.0,64.0,1.0,16.0,10.0,3.0
3519,64.0,4.0,64.0,1.0,16.0,10.0,4.0
3520,64.0,4.0,64.0,1.0,16.0,20.0,0.0
3521,64.0,4.0,64.0,1.0,16.0,20.0,1.0
3522,64.0,4.0,64.0,1.0,16.0,20.0,2.0
3523,64.0,4.0,64.0,1.0,16.0,20.0,3.0
3524,64.0,4.0,64.0,1.0,16.0,20.0,4.0
3525,64.0,4.0,64.0,1.0,32.0,1.0,0.0
3526,64.0,4.0,64.0,1.0,32.0,1.0,1.0
3527,64.0,4.0,64.0,1.0,32.0,1.0,2.0
3528,64.0,4.0,64.0,1.0,32.0,1.0,3.0
3529,64.0,4.0,64.0,1.0,32.0,1.0,4.0
3530,64.0,4.0,64.0,1.0,32.0,10.0,0.0
3531,64.0,4.0,64.0,1.0,32.0,10.0,1.0
3532,64.0,4.0,64.0,1.0,32.0,10.0,2.0
3533,64.0,4.0,64.0,1.0,32.0,10.0,3.0
3534,64.0,4.0,64.0,1.0,32.0,10.0,4.0
3535,64.0,4.0,64.0,1.0,32.0,20.0,0.0
3536,64.0,4.0,64.0,1.0,32.0,20.0,1.0
3537,64.0,4.0,64.0,1.0,32.0,20.0,2.0
3538,64.0,4.0,64.0,1.0,32.0,20.0,3.0
3539,64.0,4.0,64.0,1.0,32.0,20.0,4.0
3540,64.0,4.0,64.0,1.0,64.0,1.0,0.0
3541,64.0,4.0,64.0,1.0,64.0,1.0,1.0
3542,64.0,4.0,64.0,1.0,64.0,1.0,2.0
3543,64.0,4.0,64.0,1.0,64.0,1.0,3.0
3544,64.0,4.0,64.0,1.0,64.0,1.0,4.0
3545,64.0,4.0,64.0,1.0,64.0,10.0,0.0
3546,64.0,4.0,64.0,1.0,64.0,10.0,1.0
3547,64.0,4.0,64.0,1.0,64.0,10.0,2.0
3548,64.0,4.0,64.0,1.0,64.0,10.0,3.0
3549,64.0,4.0,64.0,1.0,64.0,10.0,4.0
3550,64.0,4.0,64.0,1.0,64.0,20.0,0.0
3551,64.0,4.0,64.0,1.0,64.0,20.0,1.0
3552,64.0,4.0,64.0,1.0,64.0,20.0,2.0
3553,64.0,4.0,64.0,1.0,64.0,20.0,3.0
3554,64.0,4.0,64.0,1.0,64.0,20.0,4.0
3555,64.0,4.0,64.0,2.0,16.0,1.0,0.0
3556,64.0,4.0,64.0,2.0,16.0,1.0,1.0
3557,64.0,4.0,64.0,2.0,16.0,1.0,2.0
3558,64.0,4.0,64.0,2.0,16.0,1.0,3.0
3559,64.0,4.0,64.0,2.0,16.0,1.0,4.0
3560,64.0,4.0,64.0,2.0,16.0,10.0,0.0
3561,64.0,4.0,64.0,2.0,16.0,10.0,1.0
3562,64.0,4.0,64.0,2.0,16.0,10.0,2.0
3563,64.0,4.0,64.0,2.0,16.0,10.0,3.0
3564,64.0,4.0,64.0,2.0,16.0,10.0,4.0
3565,64.0,4.0,64.0,2.0,16.0,20.0,0.0
3566,64.0,4.0,64.0,2.0,16.0,20.0,1.0
3567,64.0,4.0,64.0,2.0,16.0,20.0,2.0
3568,64.0,4.0,64.0,2.0,16.0,20.0,3.0
3569,64.0,4.0,64.0,2.0,16.0,20.0,4.0
3570,64.0,4.0,64.0,2.0,32.0,1.0,0.0
3571,64.0,4.0,64.0,2.0,32.0,1.0,1.0
3572,64.0,4.0,64.0,2.0,32.0,1.0,2.0
3573,64.0,4.0,64.0,2.0,32.0,1.0,3.0
3574,64.0,4.0,64.0,2.0,32.0,1.0,4.0
3575,64.0,4.0,64.0,2.0,32.0,10.0,0.0
3576,64.0,4.0,64.0,2.0,32.0,10.0,1.0
3577,64.0,4.0,64.0,2.0,32.0,10.0,2.0
3578,64.0,4.0,64.0,2.0,32.0,10.0,3.0
3579,64.0,4.0,64.0,2.0,32.0,10.0,4.0
3580,64.0,4.0,64.0,2.0,32.0,20.0,0.0
3581,64.0,4.0,64.0,2.0,32.0,20.0,1.0
3582,64.0,4.0,64.0,2.0,32.0,20.0,2.0
3583,64.0,4.0,64.0,2.0,32.0,20.0,3.0
3584,64.0,4.0,64.0,2.0,32.0,20.0,4.0
3585,64.0,4.0,64.0,2.0,64.0,1.0,0.0
3586,64.0,4.0,64.0,2.0,64.0,1.0,1.0
3587,64.0,4.0,64.0,2.0,64.0,1.0,2.0
3588,64.0,4.0,64.0,2.0,64.0,1.0,3.0
3589,64.0,4.0,64.0,2.0,64.0,1.0,4.0
3590,64.0,4.0,64.0,2.0,64.0,10.0,0.0
3591,64.0,4.0,64.0,2.0,64.0,10.0,1.0
3592,64.0,4.0,64.0,2.0,64.0,10.0,2.0
3593,64.0,4.0,64.0,2.0,64.0,10.0,3.0
3594,64.0,4.0,64.0,2.0,64.0,10.0,4.0
3595,64.0,4.0,64.0,2.0,64.0,20.0,0.0
3596,64.0,4.0,64.0,2.0,64.0,20.0,1.0
3597,64.0,4.0,64.0,2.0,64.0,20.0,2.0
3598,64.0,4.0,64.0,2.0,64.0,20.0,3.0
3599,64.0,4.0,64.0,2.0,64.0,20.0,4.0
3600,64.0,4.0,64.0,4.0,16.0,1.0,0.0
3601,64.0,4.0,64.0,4.0,16.0,1.0,1.0
3602,64.0,4.0,64.0,4.0,16.0,1.0,2.0
3603,64.0,4.0,64.0,4.0,16.0,1.0,3.0
3604,64.0,4.0,64.0,4.0,16.0,1.0,4.0
3605,64.0,4.0,64.0,4.0,16.0,10.0,0.0
3606,64.0,4.0,64.0,4.0,16.0,10.0,1.0
3607,64.0,4.0,64.0,4.0,16.0,10.0,2.0
3608,64.0,4.0,64.0,4.0,16.0,10.0,3.0
3609,64.0,4.0,64.0,4.0,16.0,10.0,4.0
3610,64.0,4.0,64.0,4.0,16.0,20.0,0.0
3611,64.0,4.0,64.0,4.0,16.0,20.0,1.0
3612,64.0,4.0,64.0,4.0,16.0,20.0,2.0
3613,64.0,4.0,64.0,4.0,16.0,20.0,3.0
3614,64.0,4.0,64.0,4.0,16.0,20.0,4.0
3615,64.0,4.0,64.0,4.0,32.0,1.0,0.0
3616,64.0,4.0,64.0,4.0,32.0,1.0,1.0
3617,64.0,4.0,64.0,4.0,32.0,1.0,2.0
3618,64.0,4.0,64.0,4.0,32.0,1.0,3.0
3619,64.0,4.0,64.0,4.0,32.0,1.0,4.0
3620,64.0,4.0,64.0,4.0,32.0,10.0,0.0
3621,64.0,4.0,64.0,4.0,32.0,10.0,1.0
3622,64.0,4.0,64.0,4.0,32.0,10.0,2.0
3623,64.0,4.0,64.0,4.0,32.0,10.0,3.0
3624,64.0,4.0,64.0,4.0,32.0,10.0,4.0
3625,64.0,4.0,64.0,4.0,32.0,20.0,0.0
3626,64.0,4.0,64.0,4.0,32.0,20.0,1.0
3627,64.0,4.0,64.0,4.0,32.0,20.0,2.0
3628,64.0,4.0,64.0,4.0,32.0,20.0,3.0
3629,64.0,4.0,64.0,4.0,32.0,20.0,4.0
3630,64.0,4.0,64.0,4.0,64.0,1.0,0.0
3631,64.0,4.0,64.0,4.0,64.0,1.0,1.0
3632,64.0,4.0,64.0,4.0,64.0,1.0,2.0
3633,64.0,4.0,64.0,4.0,64.0,1.0,3.0
3634,64.0,4.0,64.0,4.0,64.0,1.0,4.0
3635,64.0,4.0,64.0,4.0,64.0,10.0,0.0
3636,64.0,4.0,64.0,4.0,64.0,10.0,1.0
3637,64.0,4.0,64.0,4.0,64.0,10.0,2.0
3638,64.0,4.0,64.0,4.0,64.0,10.0,3.0
